economy,gdp_current_usd,gdp_per_capita,inflation_rate,unemployment_rate,trade_percent_gdp,exports_percent_gdp,imports_percent_gdp,gross_savings_percent_gdp,education_expenditure_percent_gdp,health_expenditure_percent_gdp,population,urban_population_percent,manufacturing_value_added_per_capita,manufacturing_percent_gdp,industry_value_added_percent_gdp,medical_doctors,life_expectancy,infant_mortality_rate,probability_of_dying,air_pollution
JOR,48640442507.04228,4324.394156986578,1.9100019576283245,18.643,90.10311893622834,36.5049523775116,53.59816655871674,16.9268757585098,3.33981703729799,7.05456388,11235987.2,91.8194,8391821774.647888,17.23820017909252,24.27875337343198,28.51,75.64973596,13.395796325,12.4,432.805
JPN,4519011510217.334,36100.20123496768,1.6492049287961177,2.68,40.009380316465354,19.260097541839976,20.74928277462535,29.135824180974975,3.3209649324417096,11.1977066975,125111920.6,91.9562,943148707033.0828,20.30879219776735,28.648905688513576,26.49,84.46067178,1.850093234,5.4,30949.612
KAZ,228787437887.6242,11381.0449838931,10.670383865508693,4.982200000000001,61.49793750463345,35.0631096301926,26.43482787444085,26.464700041043624,4.510897887527365,3.5513309250000002,20036600.8,58.0096,29223741939.51658,12.870013341792099,33.43687647139304,37.54,73.93874626,6.588448039,15.4,368.45
KEN,111469484695.5792,2051.404650823952,6.266829136275288,5.604,30.82772696745378,11.085240948356383,19.742486019097377,16.308827095334617,4.486377094106804,4.43813145,54292181.6,29.0118,8200483666.685884,7.576939192866055,17.00315181194876,2.89,69.21556653,38.349748028,18.0,1529.437
KGZ,12462727121.440845,1775.344558767248,10.726662285246803,4.0098,111.35344431328619,37.1532406924363,74.20020362084988,19.127250806706463,6.22390762712776,4.8694995675,6975480.8,37.486000000000004,1589501208.748664,12.7566045992749,24.63466403448238,15.678,75.75667891,14.934850197,25.0,195.735
KHM,40058212895.8221,2326.360223354754,3.3330501333663802,0.25880000000000003,138.3625455433262,68.54922869668329,69.813316846643,37.540583266478066,2.0872046993796047,5.14331174,17192836.8,25.1238,10609213312.842669,26.38260588683148,40.1822227624402,2.11,68.92399972,20.316859905,22.6,3000.591
KIR,274534325.7314058,2101.986707878764,4.8089726165379,,93.62173517043294,6.628729018703095,86.9930061517298,31.024264532748333,15.348522146140123,11.462138415,130398.6,57.0394,13713923.8094496,5.305594492535017,10.167926757405253,1.93,60.87345633,43.657171468,44.1,5.34
KNA,969233333.3333327,20715.40846881184,1.46982380452609,,,,,,3.2361749340912924,5.649959805,46788.6,31.0114,43089629.62962964,4.479970707704248,21.99419427067174,30.85,,12.763447576,,
KOR,1712363576197.0725,33090.719018432275,2.808866908819823,3.1412,83.42739762421073,42.626063535909225,40.8013340883015,35.3042011821291,5.16082000732422,8.950771904,51748406.2,81.4418,429091691726.0377,25.052319314937826,32.072660483265025,26.1,86.65826663,2.518936917,4.3,9108.344
KWT,153701973802.5892,33105.23804228602,3.2093446798427556,2.6008,84.97664371785216,51.96238012440103,33.01426359345113,37.893386145018,6.410429984746523,5.3170622575,4635611.2,100.0,13246432853.85722,8.71176663190207,57.99106678650598,22.73,81.75064092,7.57783607,11.6,667.448
LAC,5216590587728.044,8890.598672456941,4.81083653320876,7.700879852035932,49.4626320520256,24.85583843377436,25.8761929070167,17.344097950245278,4.07412576061997,8.020556197689112,585934547.8,81.14089173311646,786725682878.9465,15.031151466442822,26.146041319299876,,,,,
LAO,17124765567.45322,2269.43233031807,17.2353238553834,1.6084,,,,,1.6175126272255076,2.3562372325,7558709.2,37.5948,1483435923.1541982,8.697449380522567,32.04705686011242,3.31,66.08941394,35.165674638,23.1,590.004
LBN,23978778029.0954,4184.662233485483,135.48212134045497,12.274000000000001,87.0132782563337,26.94460144347055,60.068676812863345,-9.300871727257974,1.624001286859605,6.715383650000001,5748892.8,89.263,631784776.333753,2.18527468238827,3.4684656468619974,26.8,77.4956995,17.047921887,9.0,86.94
LBR,3966044560.0,734.9685972008646,10.134746166311974,3.3491999999999997,,,,,2.27555893491904,12.150151727499999,5377585.6,53.0742,,,20.49760380440546,1.78,62.64177415,58.056519903,23.4,379.464
LBY,43410264176.81622,6012.803707515313,2.665000264611312,19.180799999999998,132.233060749363,72.86807532204358,59.364985427319326,20.97344399360603,,5.8795939675,7218212.2,81.3,,,62.67114688211582,20.42,70.22740913,16.728501846,21.4,735.848
LCA,2137680740.740738,11942.086000514635,2.1986732762657715,16.738400000000002,,,,,4.141723575251396,5.4079468225,178916.4,19.061799999999998,61582962.96296296,2.889484973196526,10.451526990305865,42.34,71.1130421,12.929291436,15.2,8.807
LCN,6234951916137.138,9528.473733010953,4.234693613168995,7.746610701905473,51.46762936314586,26.26043042100744,26.693038021237538,17.46054100234336,4.056340334089793,8.114864172716441,653528110.4,81.56374505180132,1086932057589.8004,17.39700592605842,30.64419704833306,,,,,
LDC,1365029358551.666,1200.640501276222,5.964451748337756,5.263710942634409,50.761336191796076,21.35542889533086,29.5196787832626,28.09458231611985,3.0572537016711325,3.8764161237597725,1135199853.8,35.8545575742366,204336450513.703,14.96805730631192,30.141056325319,,,,,
LIC,405937075802.0662,683.7889356045401,6.084251505542665,5.6273777395019575,54.50635357958902,23.75332991214686,37.1958554575378,12.1897730010345,3.261130114396233,5.641316063322602,592116797.6,37.15047265523652,,,26.359235374619562,,,,,
LIE,7496094448.9889,190352.85584811127,,,,,,,,,39524.6,14.5498,2563119703.3203964,35.379699398107995,40.56932734969313,,,,,
LKA,85942924374.77249,3900.3316637202925,15.800328417329116,5.1732,42.18686087467472,18.9028161832183,23.284044691456423,29.078978059366676,1.52403690512691,4.087849435,22041800.0,19.0452,15346939974.90166,17.90889963230874,27.8614312593176,11.36,80.05458522,5.347159916,13.9,51.433
LMC,7159522343935.058,2349.21468082828,5.750098018935715,5.274267359573826,53.687876154985204,25.97486898983098,29.628857369277398,26.31875836040488,3.3968704136957624,3.807400450585895,3044197359.8,40.46255351184656,1057785069892.5287,14.794298648822041,27.55016361110168,,,,,
LMY,35682895725244.9,5536.274215354798,5.10107557621241,5.706091094636024,48.29256194370166,23.96286883928554,23.5235971412374,32.75510724030893,3.6305247430188574,5.36767842155695,6438816121.0,52.09257698311584,7386444979855.508,20.72440272575374,33.2156683223286,,,,,
LSO,2242063010.3590302,980.6784801287837,6.34906205103199,17.184199999999997,141.0427052724885,45.00611625425408,96.03658901823445,19.29681713810545,6.9563221084377656,13.9735651025,2286454.8,29.9526,344854840.5267866,15.35979955766938,30.679792318961642,2.35,51.47907482,55.422958552,36.3,338.713
LTE,27498937991218.64,11834.226421900312,4.6088059600053075,5.210438088709818,53.60397587302434,29.526448451197503,25.77699939740978,35.31400075278643,4.296097593476027,5.908808741836412,2323312939.0,65.58814404435756,6105887846848.238,22.22876741125514,35.081803196876976,,,,,
LTU,72028467394.311,25311.43699647138,7.084308053968611,7.1798,151.669041053714,77.88626243374559,73.78277861996818,22.97644293154614,4.322036743164063,7.351143646,2842005.6,68.478,10942910383.741438,15.27096997695476,24.58360846785192,61.04,74.13314711,2.595089808,29.1,2507.857
LUX,84326114459.20609,128893.9542438776,3.095084357989566,5.6088000000000005,397.59020260785303,215.1264925965078,182.4637100113456,17.77107067308912,3.759793361028033,5.644976808,653546.6,91.87,3478966285.357428,4.1580584945014865,10.045169624945762,29.84,80.76781168,2.159631214,7.8,9.55
LVA,39134178677.315384,20819.30579708438,6.20180447809777,7.122200000000001,137.7919940309586,67.60616854025086,70.18582549070784,20.90316767688212,4.694743315378823,7.663454055,1880841.6,68.5524,4407009674.578627,11.321329487850871,20.7407519436481,33.98,68.49511637,2.690912674,13.3,595.998
MAC,35459650963.69594,51957.18904207372,0.5898193489211649,2.3898,146.880296961331,83.58143467653494,63.29886228479626,39.08668766430145,5.263839960098265,,682200.0,100.0,262453101.03612626,0.839081173041844,7.717001143881027,,,,,
MAF,649206156.194207,21668.3740927942,,,,,,,,,28852.2,,,,,,,,,
MAR,138635145915.60278,3654.839306640628,3.1682735291189803,9.856,87.00973212253476,38.95599639657626,48.05373572595846,27.79416440770558,5.965058169480128,5.447329165,37332278.4,64.5914,20718805917.112923,14.97602775512892,25.32149789880474,7.4,73.71494086,13.88790814,22.6,9779.826
MCO,8537440014.84457,220836.94188166602,,,,,,,1.4408533175786333,3.80671996,38619.0,100.0,,,12.809102137653074,86.09,,2.497202083,,
MDA,14932040124.424139,5962.356595338836,11.140885157461195,1.1714,92.5030033632678,33.26314326645388,59.2398600968138,10.891861525880495,6.290332555770875,7.05388987,2521330.2,43.1984,1325909357.502026,9.013624845575984,19.46498987590442,40.16,73.6336332,13.492511012,16.8,35.808
MDG,15204507343.889038,498.2942684849244,7.01224034503751,3.2076000000000002,58.17563814855824,24.881017787948643,33.29462036060962,12.364774426613911,3.1419853422940727,3.3948023925,30448557.6,39.882,1714891280.58637,11.616903453112798,22.16436827064536,1.72,64.02700715,44.175046993,25.9,2362.997
