economy,gdp_current_usd,gdp_per_capita,inflation_rate,unemployment_rate,trade_percent_gdp,exports_percent_gdp,imports_percent_gdp,gross_savings_percent_gdp,education_expenditure_percent_gdp,health_expenditure_percent_gdp,population,urban_population_percent,manufacturing_value_added_per_capita,manufacturing_percent_gdp,industry_value_added_percent_gdp,medical_doctors,life_expectancy,infant_mortality_rate,probability_of_dying,air_pollution
ARM,19181289861.44972,6430.342908437826,3.85742278339431,14.719399999999998,104.4848693342979,50.33912220866156,54.14574712563626,19.54960346591996,2.60100245475769,11.47629428,2978160.0,63.597,2112354523.916064,11.16458257423046,25.04187921280664,33.6,68.59850963,7.981468579,30.0,202.029
ASM,780666666.6666666,15914.292694110633,,,138.61773433058767,50.149162576463,88.46857175412457,,,,48322.8,87.2074,,,,,,,,
ATG,1822185925.9259262,19608.7491209796,4.297214016181245,,104.35600607987699,47.85698076594783,56.49902531392886,,2.78072403798006,5.2145081775,92824.6,24.3658,47046296.2962963,2.74742164512344,20.062377777045125,29.17,76.91527032,7.880837753,11.6,0.168
AUS,1611251739977.2039,61327.94738530672,3.8127083762716607,4.608,45.46562392757994,24.62389072079676,20.84173320678314,24.2274349517168,5.262166817982993,10.3063459375,26241329.0,86.49159999999999,88020136334.31357,5.47010945150041,26.38173537649746,40.86,84.89781796,2.875502509,6.6,788.054
AUT,483993187898.7212,53481.712743529504,4.689499428978392,5.471,112.54266323679431,57.19342522500479,55.34923801178936,27.681368280916598,5.4459366798400906,11.198265076,9044951.0,59.269600000000004,78244554470.2812,16.192259385909217,24.977785489750197,55.15,83.30324613,2.402026116,7.4,2175.786
AZE,64614047058.82353,6365.082846835652,6.851993999857116,6.032,80.30255237301529,47.39962219289116,32.90293018012412,30.9854021741777,3.6862574815750127,4.6734344975,10145887.0,57.183400000000006,3579835294.117648,5.635232951017858,47.07481183880556,31.85,72.9129401,14.211105256,15.1,814.348
BDI,2711194429.081678,204.1476687801518,16.336099926088615,0.9772000000000001,28.41107066612325,4.952414050627548,23.4586566154957,11.063775237403208,5.0963634036555305,9.2896373275,13328170.0,14.4254,,,10.403432785998623,0.78,62.04709297,31.460824111,26.2,819.297
BEL,606210185333.6106,51806.29652578652,3.9942108387052024,5.675800000000001,170.7370833761292,85.49247283294088,85.24461054318854,25.12397581125778,6.47126340866089,10.9584202775,11693855.2,98.1524,68721708676.45308,11.36902748519544,18.542119264813643,65.25,79.28523112,2.695558167,9.2,324.733
BEN,18391141045.637657,1332.966198727414,2.00133422797562,1.669,44.51452403104586,20.0900565319561,24.42446749908978,25.790989034950524,3.0807295471041427,2.6206537475,13763369.0,49.538,1814704657.558658,9.845537637073262,16.892360299884338,2.16,61.71936134,41.429104263,20.8,1413.261
BFA,19963515652.31318,885.3803640014355,3.242928498962943,5.2286,63.25093579202583,30.733681005577,32.51725478644882,16.975517075593675,5.270690545109055,6.2811186325,22511505.6,31.881999999999998,2052796642.8576062,10.291375130950323,29.1292293349923,1.48,62.29728841,44.803785879,21.3,1071.616
BGD,427583507399.394,2518.52394133947,7.856586948219818,4.898,29.107293420047277,11.52122905386406,17.58606436618322,35.29474381782056,2.11851239262263,2.321040215,169674225.8,39.70739999999999,92370065574.41225,21.56676072107338,33.76783743092166,7.22,73.10251672,26.003526196,16.3,6324.834
BGR,92016561047.1991,14207.622037679539,6.436961015787171,4.6166,119.855708741023,61.182859902743836,58.67284883827914,20.149981297057757,4.564433415730793,7.9643096925000005,6482811.2,76.36240000000001,,,22.602285353783863,43.28,71.30586,4.5622918,25.6,97.52
BHR,43413000000.0,28259.90419293938,0.33919430052542876,1.3808,153.46234933321773,85.01029096233732,68.45205837088062,34.2810460754826,1.87722035661242,4.2522783275,1533398.2,89.7478,8469029255.319147,19.9101818710842,43.28607389968305,7.41,75.09466059,6.931431855,14.8,87.497
BHS,13480220000.0,33838.19936072958,2.40218366838027,9.8874,70.22563867129152,32.799781511722685,37.42585715956882,14.453552093338763,3.031753866187475,6.920926335,398099.4,83.4982,162200000.0,1.2825282882611986,10.574827975201156,18.95,70.43274063,11.365536785,20.4,0.092
BIH,24873833606.826942,7740.329107710417,4.549843109079684,12.9626,97.67899742060432,42.362924444704774,55.31607297589958,21.354541543366718,3.3428872514667747,9.22503829,3219676.8,49.8526,3268310380.4112177,13.173928720726181,23.79985246899112,25.84,77.19796586,4.896030499,21.7,192.126
BLR,70652245248.71082,7648.124890705323,8.200804176014056,3.6689999999999996,127.695031117503,65.19714254383288,62.497888573669954,26.687643279219678,4.762189984321595,6.373027205,9244523.6,80.315,15647009443.816502,22.14205528806972,31.78563441253114,47.17,73.12324771,1.664756735,23.8,27.029
BLZ,2778546665.782158,6861.587550952386,3.4626728931730875,9.027199999999999,99.0497913373953,48.5045735701551,50.54521776724042,21.55450171957225,4.926872542608036,4.872220395,403413.8,46.413599999999995,168587500.0,6.518560097086848,15.763103091121225,10.86,71.36484263,9.675644416,15.4,10.353
BMU,7922244800.0,122578.9931658,,,73.98165299348922,50.375093614854464,23.60655937863474,41.96444037649835,1.833734757306585,,64622.6,100.0,26213500.0,0.34246508882786897,5.224296257525275,,,,,
BOL,43169586625.1809,3563.241325867486,2.2202216584719947,4.5318,57.18469923160136,26.560432591497126,30.6242666401042,13.0767453205031,8.07266269241639,7.8754172325,12097657.4,70.8318,4367954797.39508,10.53888546581085,25.0710319633785,12.84,62.87421268,20.037693808,19.9,2846.515
BRA,1893844483762.386,8997.193583870398,5.95091215656292,10.333400000000001,35.59438507086626,18.23555033366334,17.35883473720296,15.448431797370239,5.629236698150634,9.504249094999999,210331370.6,87.5498,234427077170.27042,12.26104329061888,21.58428916717562,23.57,69.04410946,12.461936302,12.0,2282.33
BRB,6117324640.0,21675.54855394128,4.664920801454141,8.5964,,,,,3.9669243484721664,6.906762005,282193.2,31.3468,325441550.0,5.546495095117935,13.66790520415995,29.58,78.40878662,9.300465991,12.6,12.807
BRN,14650410358.90096,32156.5271862397,1.4648748606240767,5.5664,134.8949469807116,74.98317321470732,59.91177376600408,48.882263364959236,,2.1609083125,455233.0,78.8492,1477525589.4956112,9.90920411122503,62.64397056921814,18.86,76.92260844,7.64916402,13.0,4.424
BTN,2785972230.81174,3578.254658386635,5.121201248231514,4.3524,79.13713642109605,27.77288809243755,51.36424832865845,21.758887330998377,6.345828424464935,3.7294977300000003,780854.2,43.672000000000004,204254550.34688675,7.2315710883599875,31.19805133529445,5.53,75.9397559,16.757784017,14.7,197.164
BWA,18568725258.610058,7596.298065781489,5.736574222625868,22.8514,77.56255236728958,35.00867638061228,42.55387598667734,32.3800935574235,8.05833660991541,6.0698014525,2441722.0,72.20360000000001,1017805130.2992744,5.488620714319918,32.12400330864632,3.79,59.22470805,34.057250457,17.6,99.728
CAF,2506574906.837536,486.9302721954467,3.2018325311739084,6.0606,46.0435006884556,14.1196480076479,31.92385268080768,,1.9905619842094275,8.9636878975,5143975.6,43.142,444791787.623521,18.183650859204025,20.34147495034618,0.74,49.57149039,60.413259203,35.5,438.933
CAN,2056613491918.482,52236.84955434732,3.4351158803390414,6.865600000000001,64.50651891279117,32.08062552876094,32.4258933840302,22.08994644779138,4.83892329533895,11.792081642,39315303.8,81.7618,168214890615.254,9.135009815171955,23.8916824186298,28.19,81.58276248,4.088473209,7.7,4663.432
CEB,2058697852394.4038,20525.45720969116,6.46417606558615,4.137582232704286,123.864625756799,62.262192297771776,60.65063414702318,21.74146706813184,4.54185167948405,7.096151987470525,100343858.2,62.85561925048262,331878595291.3512,16.19152530146498,26.91424114845476,,,,,
CHE,843361336728.892,95651.74868941298,1.1777417043101621,4.421,131.9436177907258,71.36933227554275,60.57428551518308,32.64720359081688,5.079346656799316,11.78527999,8808399.2,74.1064,152781888449.68417,18.12804964264608,24.88048818857684,44.77,85.11479877,3.782055256,7.5,306.874
CHI,11103260334.194668,66478.64052198647,,6.4656,,,,,,,167201.6,31.093600000000002,93464080.05453525,0.841597430573078,8.280519582981233,,,,,
CHL,307275894696.1708,15700.8380948881,6.218649474299112,9.3066,64.56929371295907,32.69283940625832,31.876454306700758,18.911428818675198,5.175566673278807,9.766258429999999,19560720.0,87.9168,27922912176.25462,9.083821441395298,30.12230726318474,33.34,79.02404788,5.70803058,7.6,132.209
CHN,17705807546665.94,12547.96631175596,1.165395670969084,4.7542,36.26079486938728,19.430588887340058,16.83020598204722,43.8751466433213,4.00127983093262,5.4242419,1411064000.0,63.5228,4585985500285.107,25.9012870212327,37.2293447480739,31.12,80.52324523,4.222509293,20.1,679199.936
CIV,74580356905.20395,2446.730014641456,3.9293231848819383,2.4156,49.31868769877754,23.881279199885842,25.43740849889172,18.544763278229777,3.513017535209655,3.5542342075,30410014.2,52.668000000000006,9634618336.17789,12.88803743471654,22.1754535573148,1.66,63.5174083,52.325614842,23.9,1680.244
CMR,46147712052.82514,1666.4073622369601,4.574114019253166,3.7253999999999996,36.97203443720572,16.48355347777644,20.48848095942926,14.565928898741774,2.862952261292135,4.1714625949999995,27651103.6,58.729600000000005,6213937060.553032,13.446902247538521,25.16440061993574,1.36,63.72440802,41.249901262,23.4,3757.033
COD,61520620943.56162,597.7997882090897,,4.837400000000001,84.12175971163785,40.988989135530865,43.13277057610692,26.649792014557722,2.7092627462578798,3.737155795,102520378.8,46.8418,11006986523.182938,17.94153036669136,45.45150993765492,2.08,63.9117742,44.471651143,25.1,5171.143
COG,14630489885.31782,2418.1629337276636,2.78952790348606,20.7716,88.48253657883082,53.408666578553905,35.0738700002769,33.97451137255065,3.4005846956408723,3.012776435,6039184.8,68.73479999999999,1474092994.84271,12.8531970155196,42.28724141827246,1.73,63.7945013,30.432772177,21.2,283.216
COL,343867869535.2826,6631.515689151262,6.908782872321893,11.926,39.934839625823045,16.7824294249179,23.15241020090512,13.40850083914878,5.26166009902954,8.155378914,51752725.8,82.0442,37059082564.45608,10.80898790921936,24.37663591964316,25.35,77.62156214,12.060620088,9.1,6444.066
COM,1356061722.457842,1623.019133635198,,4.0664,43.24867688676848,9.760434223526186,33.4882426632423,11.504717590225544,2.3565044687986427,6.474235895,834308.0,29.881400000000003,,,9.238486302006942,4.24,68.72786745,35.653873908,19.9,45.846
CPV,2285442804.5842104,4393.625739244158,3.034284645049966,12.9522,88.50347013947612,33.60161846707278,54.90185167240336,18.129535078532122,5.58061273717524,6.273830415,519655.4,67.5386,113109175.50748523,4.976205895663888,11.905324449001121,7.3,73.16097765,11.013621042,17.2,2.489
CRI,75689665427.70615,14877.44976285518,2.167700887839343,11.813799999999999,71.39041478755182,37.58709537701458,33.80331941053728,14.48216552517018,6.438699960708615,7.4604233475,5082301.6,82.0054,10158592576.986065,13.43741358151288,20.357251596067577,26.87,81.50602905,9.175243206,8.6,178.536
CSS,72847555942.98029,16174.22482753648,2.8997012268087357,8.60776382051832,,,,,3.2366149425506574,6.337082699316397,4498948.6,48.68225912331164,6070196439.749272,8.992164322748746,30.889660818784,,,,,
CUB,107351800000.0,9605.26125067263,,1.8850000000000002,74.4256381904717,31.76773903180731,42.657899158664485,,9.783847991251747,12.2863855375,11071611.2,77.4134,12020100000.0,11.445047160330024,24.418194412809274,95.42,71.12595537,6.588574695,13.9,127.882
CUW,2907630533.5461597,18974.89638342465,,,,,,,6.024720787325616,,153802.4,89.0362,77063044.69273743,2.6537346874146275,11.574561278767149,,,,,
CYM,6363914265.657063,89682.22481050307,,,105.472789465325,59.6335983892308,45.8391910760943,,1.4567825198173525,,71575.6,100.0,58617874.47149786,0.958984140494783,8.233335073868487,,,,,
CYP,31416651095.06056,34296.6171875,3.1089441854947752,6.7548,185.6392770926034,93.97521672922318,91.66406036338014,12.31773329027256,5.127649943033854,8.54305768,1330836.8,66.9314,1455037039.687874,4.688816685935306,11.086749914044919,35.56,81.912741,3.069131399,5.8,336.654
CZE,306431369504.0178,28549.85148287836,7.039575501682487,2.5324,135.0084772696886,69.78755010480725,65.22092716488127,28.07418681242052,4.526529947916667,8.712359716,10724390.8,74.3884,61148256843.145386,19.97699837571188,29.61249270672734,43.52,80.27144322,1.817624728,18.7,493.273
DEU,4327533916027.8345,51814.43232291016,3.6574107597274947,3.4137999999999997,81.07155610008967,42.621980365951245,38.44957573413844,27.8457939906768,5.374169985453286,12.342410278,83513561.4,77.661,793827649416.3014,18.356104106678877,25.900072012910698,45.34,80.49140555,2.852591608,14.7,1435.175
DJI,3620660251.630366,3179.609688980432,2.34215122316465,26.743399999999998,277.0192645317512,145.9853964691118,131.03386806263958,10.578083030845642,,2.5280355225,1137039.6,78.3886,170090359.46793002,4.851638563471262,14.95638694627032,2.11,66.72945196,40.145461647,19.3,43.878
DMA,612622222.222222,9169.210873709178,2.8021187040846725,,,,,,5.30725872952883,5.9829655875,66863.2,71.7006,23945925.925925903,3.8642314697840137,12.88344179734976,11.58,,31.007152116,,
DNK,400500819011.3712,67822.08563659416,2.9295406045929573,5.159000000000001,120.76043929902899,64.41948137675278,56.34095792227644,33.17461812402748,6.900256474812827,10.102395056,5903023.6,88.3688,57290757325.34697,14.237350956159219,21.53387992877916,44.98,82.90091898,3.022083077,10.7,974.207
DOM,106322792770.12976,9454.527348285159,5.784594714298544,6.072,50.53770186398916,21.28858751803308,29.24911434595606,24.500079122051922,3.867416920541933,4.6674458975,11224266.4,83.8116,13779306214.70398,12.99776742962428,29.71037826266566,24.26,73.32102758,25.865177442,14.4,1088.118
DZA,217597806536.5126,4772.17234752706,6.454999568584403,12.632200000000001,45.5280264396281,23.35202083002175,22.176005609606374,39.07306854061017,5.5168384924841956,4.922432005,45451821.2,74.75640000000001,17918965618.16655,8.495537252583263,36.7875421595472,16.6,75.50643476,21.451445636,13.8,709.109
EAP,20901103310390.418,9799.093925439916,3.8286328801784544,4.1129420541548685,44.13431395488798,23.23361597224592,20.91262967952502,41.48781250356568,2.8503073128230927,5.20858996927524,2132526091.6,59.1943490564938,5251147003451.962,25.13040954851226,37.13850868126724,,,,,
EAR,13881464511633.66,3990.63242356533,4.69998769407915,6.094012624525786,53.73433347442816,25.47455689327268,26.792268864244882,25.85743195960986,3.7075310581630747,4.862544849691602,3472521673.4,46.63913579694816,2359018537326.266,17.014508587444077,32.47401171621504,,,,,
EAS,30664172560136.938,12885.867085383561,3.2481917798422266,4.014906393512041,56.48395797506328,29.39673433646022,26.81359808490718,36.85557346400095,3.172650290374155,6.759257998072265,2379417825.0,62.212104383583565,7076569288037.091,23.07301593943552,34.362397099977024,,,,,
ECA,1896410512024.8718,7568.870340608002,7.222939003436144,8.077542683989787,72.74706495408728,35.6075586863233,38.056930435393916,26.02687739805354,3.9746599793434125,5.242149734319982,250645969.2,64.16268571827608,311691831564.36426,17.6713964255752,29.14929686815942,,,,,
ECS,26053283875950.86,28144.810323798818,5.07343386108451,6.167690704670386,84.844787074705,45.70795653232908,42.43151758287704,24.77120387184636,4.711569945017497,10.007993658533548,925568924.6,73.04487336438532,3596787577294.056,13.82340630289426,23.35949176928286,,,,,
ECU,113000159940.0,6330.621432609766,1.4047123028378536,4.5446,54.6664544970465,28.023862741416583,26.642591755629923,22.79646376525568,3.8503575325012203,8.05158496,17833595.4,64.5836,14695940640.0,13.00245643515844,27.000459339931684,23.13,70.95068197,12.57945498,14.7,2023.884
EGY,414044662706.82336,3673.4078399953823,17.262001903237298,7.4582,35.80349735684244,14.72065706479602,21.082840292046402,13.96264844712808,,4.516812085,112792882.4,42.994,63693545145.91118,15.35872870862996,32.313093153551776,6.71,66.6899896,17.233577469,30.8,31421.766
EMU,14966233188370.418,42888.255550632704,3.8227817192016564,7.0545856709529655,90.39489446545669,49.42067618919748,45.89127029633598,24.64391382040682,5.110458294550576,10.864457017796724,348862549.4,77.7160089926699,2155679067088.58,14.419163883957442,22.01813294385538,,,,,
ERI,,,,5.8198,,,,,,4.25284952,3411378.8,42.626999999999995,,,,0.88,63.57308435,29.037888055,27.3,171.944
ESP,1508072719972.9958,31421.942247890904,3.493499608784563,13.3606,69.41900967530522,35.86905611466206,33.54995356064316,22.844016592640138,4.749953269958497,9.9784724725,47948878.8,81.3048,164847690415.08258,10.93808032220314,20.19713098552168,42.94,79.98630023,2.336939235,12.4,864.494
EST,38291511022.37226,28328.46094145586,7.257336932332436,6.5822,155.8381235271186,77.69887552242652,78.13924800469228,25.536860670762042,5.288096586863204,7.2154177425,1350313.2,69.6164,4655663658.675332,12.20198795867858,21.99779214233328,34.69,77.13131363,1.436677164,9.3,25.81
ETH,115230776314.78601,942.4447901544254,26.4684645186134,3.6276,22.57193245727882,7.03066821328793,15.541264243990861,24.5801087559723,3.4234722041081893,3.1960296,125438401.0,22.6696,5403425835.95979,4.60701502907521,23.51569100903268,1.43,69.74860163,41.032350693,17.2,1670.45
EUU,17605262413357.16,39282.56597236554,4.119888323036855,6.431023469440584,93.24244388897635,50.660421290212824,47.16847014259806,24.88438141520818,4.793059905370073,10.509354685972673,448082616.2,75.4622778291178,2562256392672.8037,14.56718610965228,22.539840149889862,,,,,
FCS,1790229285524.3801,1726.845175563516,5.1696953168799835,5.852145999932534,,,28.6199849109989,,2.9520866260833034,4.75180590886415,1037399770.8,44.41452734342634,,,,,,,,
FIN,287852573139.161,51675.70202197124,3.4849937791862344,7.5012,82.97428075329371,41.41367903340914,41.56060171988456,24.01671592967626,6.54850673675537,9.5743570325,5569558.2,85.6878,42310143065.8267,14.709021673180299,23.85059846221856,36.09,79.00774147,1.667363161,9.6,522.328
FJI,4997922408.936422,5424.551543717348,1.7480724197375666,4.485,99.43863059151575,40.055858277412455,59.38277231410333,3.2586840458562585,4.710768674990505,4.844280482,920805.0,58.224199999999996,502224919.2598926,10.160605496297396,15.58025150561738,8.13,67.67014085,26.129946352,35.1,241.535
FRA,2924914528479.504,42963.83894198818,2.843720886961065,7.5792,67.24000850321241,32.77461129411406,34.4653972090984,21.87979764248808,5.466836611429851,11.8364627375,68062624.4,81.5094,275359382524.6308,9.410059932769155,16.91533536174644,32.81,79.07623773,3.411659765,10.2,1921.687
FRO,3602630616.8024073,67225.9890429994,,,109.89265891768466,54.9578819879822,54.93477692970252,,,,53791.4,42.7906,255667980.4736295,7.079037671157713,19.532617448832024,,,,,
FSM,419160683.0495688,3737.5506450033417,3.0515408172061727,,91.03595256000963,22.964521815721717,68.07143074428787,,11.5591397849462,11.4165949825,112088.8,23.2304,2052175.0,0.504996577796547,4.981280117030858,9.74,62.98522647,23.415429835,46.2,3.208
GAB,19230118459.1201,7897.316172253768,2.29461037607183,20.6452,86.59978864342693,61.11224939448482,25.48753924894212,,2.6558032898813373,2.93504727,2430749.8,90.7172,3845084033.0357223,19.94022170386718,50.0076853488201,5.21,67.91844591,26.495975388,18.1,53.093
GBR,3193567997243.018,47046.37402299396,4.299089329138494,4.2246,62.737208803150565,31.00687905753922,31.73032974561132,15.700899197880142,5.673089981079105,11.172257042,67810000.0,84.3958,267571972206.71802,8.408709927807035,17.123273557891217,33.01,78.27424872,4.308135721,9.1,11234.213
GEO,24880505723.06374,6718.328767439634,6.0530045588658,11.637,104.1347993377365,45.9370693037806,58.19773003395596,16.04308645693182,3.769641657612074,7.62668538,3706632.2,60.30219999999999,2224608144.384186,9.108857605983154,20.284690234774622,56.42,71.24038597,7.951448459,32.9,100.913
GHA,77362777513.52176,2332.04628739727,22.41391341761595,3.1702000000000004,66.62785922410222,32.65345468462058,33.97440453948164,15.31303489124735,3.23976749945799,3.8118372575,33154190.8,58.6082,8425952169.858487,10.90746533911938,29.60480282372124,2.66,63.69049028,24.698205883,22.2,2867.522
GIB,,,,,,,,,,,37688.0,100.0,,,,,,,,
GIN,19762037091.497658,1397.547908227466,9.924012932523643,5.5172,104.20975886129581,47.35539038015124,56.85436848114474,10.99361909086534,2.05518501562728,3.9164425725000003,14059417.2,37.681799999999996,1945062826.675927,11.244801984978116,26.9705941550151,2.1,59.94664411,68.061717185,23.6,12.371
GMB,2186939047.938532,827.0308051394325,10.670002009084978,6.2424,44.07805287614072,8.19012684143285,35.88792603470786,25.979382235004643,2.90804791382428,3.3701150975000003,2637209.2,63.84159999999999,38336018.68452,1.8635177880336875,15.934061162740699,0.9,64.21396887,29.481238401,21.2,0.194
GNB,1919801971.2229562,910.0200925852793,4.728205014566506,2.7718,43.49689510309306,14.90528964005642,28.59160546303666,16.517933980678926,,8.119121312499999,2106463.2,45.0426,149819702.65604338,7.711174085447463,13.92574575860238,2.52,58.62801846,43.055919952,23.3,166.506
GNQ,12180133147.3795,6744.435788800767,3.047441770710111,8.4804,71.7384563994952,42.14133297335732,29.59712342613784,,,3.3679534799999997,1803772.8,73.9986,2834540571.730728,23.061740731077997,48.81493209735136,1.53,63.21443749,43.97618821,19.9,2.812
GRC,225838099686.8022,21533.2206018166,3.165478602042184,12.836000000000002,89.49170731348299,41.28367781370478,48.20802949977828,9.047120710471635,3.37547993659973,8.85177517,10499816.2,80.3534,19758982533.97542,8.742052554136809,15.2808975920348,65.76,77.25505569,3.179875626,16.4,605.477
GRD,1222672961.4814801,10461.231481674378,1.3683189901390207,,,,,,4.4178082168514035,5.1368773,116846.0,36.885000000000005,39555555.55555555,3.3376885604663675,14.70267705605058,13.83,70.52317817,15.255847724,17.8,20.563
GRL,3215520742.0343423,56770.65878287205,,,87.89964810780445,37.902505463054,49.99714264475045,,,,56676.4,87.721,93545256.45385285,2.9219728008725525,19.398707669114202,,,,,
GTM,95476884926.03601,5331.455178157422,4.687424716309733,2.5486,48.0948435379209,17.08357599240122,31.01126754551968,18.8587438318435,3.1751199960708627,6.762935994999999,17867009.8,52.6774,13295414340.51382,13.94298808508174,22.2486682624466,12.81,71.89797363,17.869858358,16.4,262.416
GUM,6353333333.333333,38796.9891610767,,5.7284,65.7933153147289,5.796467110312871,59.99684820441603,,,,165070.2,95.09,,,,,,,,
GUY,13997082123.453236,16981.481336051318,3.573260777133048,12.8188,,,,,,4.562864305,820408.0,27.0366,285185851.31894475,2.8754712858520723,60.12132824120188,13.87,66.0777533,20.767196725,23.9,163.113
HIC,64872630188339.336,46247.7263985471,3.5308792336203907,5.052558722990068,61.72210823692012,31.4468713479288,30.403240745203856,23.23829502878316,4.774801572163897,12.916815713248326,1402099167.2,80.95246531248813,8313658583236.891,12.83172509284258,22.56348520142972,,,,,
HKG,372149998166.97424,49875.62754259218,1.505482748211716,4.2084,370.0817109644592,186.6640875737618,183.4176233906972,26.650816598868523,3.9491820335388184,,7460080.0,100.0,3414154939.030215,0.9397136600138675,6.17989219405614,,,,,
HND,30874395435.838318,2939.9889769771717,5.661678662728429,8.0786,98.79483263536946,37.71950034465618,61.075332290713426,18.92572588994722,5.253008996039815,8.440146685,10468788.6,59.5942,4838115659.642194,15.748267147183299,25.807440064752143,4.89,67.43758929,13.280712554,17.1,1650.058
HPC,981368947314.3125,1094.486323825307,5.839154797820648,4.592157593637976,52.21532980785172,23.1245727620975,30.8150615612961,20.184315621550876,3.2658443162760324,4.82703151606945,894259383.6,38.046035884143734,104885806551.75589,10.69628550839532,26.4434526352629,,,,,
HRV,75017755979.35799,19372.279432391522,4.880637119831115,6.679399999999999,105.49457606552434,50.65743516547408,54.837140900050315,23.04539761873108,4.250104904174805,7.4054079075,3874962.8,58.234,8804608019.161839,11.79543943640962,20.11900813526212,39.09,76.8616792,4.236320214,15.9,145.699
HTI,20142786020.92192,1746.955414804886,27.476868003697057,15.015,32.82842824983666,6.13975610381085,26.688672146025816,13.52453664661335,1.0869585904507135,3.4458602075,11506399.0,58.8,4555137238.580714,22.181380943635823,28.725178669102103,2.92,62.4563858,40.327794429,33.6,355.3
HUN,191243033184.5868,19904.82520030606,8.774904564463313,4.089,159.5435165371564,80.50123095805715,79.04228557909912,26.458330677353057,4.2167400519053135,6.799938299999999,9612185.0,72.55640000000001,31950950069.40574,16.743054802818882,24.39207014890826,34.56,74.39546955,3.469176767,15.0,551.624
IBD,37056479256190.12,7513.369403037645,5.011304931319319,5.837187790673428,49.878807814759895,25.34760882531328,23.92883861260826,32.45581991962535,3.8969379374053927,5.63088349336668,4928987561.2,57.3936017968709,7704058313968.828,20.82613358724984,33.89914070747812,,,,,
IBT,39782818214085.46,5847.742094989494,5.109135917419009,5.650211860351928,49.75157738204382,24.99342137635136,24.179539680904742,31.97618235246775,3.6787779697005676,5.509928496075682,6796024724.6,52.32056642898524,8086866744290.721,20.355893504398317,33.46434597379002,,,,,
IDA,2723727703927.0103,1458.31319349402,5.351701059339488,5.051029453412082,47.932433091690804,21.18957211609268,27.57349666400258,22.7440754692196,3.2063036307572723,3.949797878850795,1867037163.4,38.912143875982636,382774990663.7986,14.040435524011901,27.54654454866262,,,,,
IDB,1152594029962.826,1770.180002591386,3.9870876413397958,5.055948801623354,,,22.182223465638362,,3.23264904038437,3.74689742265637,651777217.8,44.51572146897414,149850970093.6334,12.98231715614188,25.44888108871138,,,,,
IDN,1266427023383.99,4534.689821738928,2.7080556048877242,3.6304000000000003,40.51010760875086,21.4375591365637,19.07254847218714,33.938279757231236,1.0468159880236192,3.174899935,279016289.2,57.928200000000004,240325960328.6018,19.01949004147278,39.8093290245054,5.24,66.41327031,15.112246863,21.9,29382.536
IDX,1575559147996.408,1294.345706530532,5.890473990375154,5.0497891954907015,51.443830162350615,21.63004344617118,31.373520017658144,26.352641707714675,3.187124132398365,4.1205530024991575,1215259945.6,35.90207676513298,235614163053.67578,14.96064470404466,29.075158928561258,,,,,
IMN,7348892091.33894,87380.6835031706,,,,,,,,,84125.4,53.287,154646541.837336,2.11682131457438,8.415026041606131,,,,,
IND,3347880950838.948,2344.177773404882,5.811211417532668,5.487,44.58407983724158,21.1919993138391,23.392080523402477,29.8612760036618,4.34050275791147,3.2367882125,1426250038.0,35.8844,447401350093.6214,13.439051283418019,25.348363195741,7.23,67.30780612,24.498441818,23.6,136976.103
INX,,,,,,,,,,,,,,,,,,,,
IRL,529043330000.0244,101404.62646767551,3.651297943499176,5.029,239.3671170701598,137.5674852289188,101.79963184124081,34.277414905212154,3.04813492298126,6.62372613,5210205.0,64.1948,170909016219.1574,32.437762819887595,36.0536003851785,38.75,79.86626285,3.613007636,11.2,35.562
IRN,376303398068.7616,4193.140956890786,38.9013353282591,9.2574,48.33531508139566,23.2352314233365,25.10008365805916,,2.89978768431448,5.6986284275,89575924.4,76.7962,73537636607.59995,20.439172528967624,37.33165329639256,18.11,74.71077692,10.655915338,12.7,8853.239
IRQ,245297056925.3684,5544.668796366128,0.7344326572023654,15.686599999999999,66.4404245815001,37.34732051705136,29.09310406444872,40.60101291864775,,4.8977105624999995,44074886.2,71.36359999999999,7172537261.470657,2.882233384027892,53.06347297612548,10.22,73.9119724,20.824755634,26.5,167.706
ISL,28202355507.27608,73197.38808361,6.038812066349376,4.3842,81.55135791229819,40.300248713762976,41.25110919853518,23.1243118766127,8.02738316853841,9.276467896,383789.0,93.994,2600459360.131382,9.314515997701543,20.63502284185636,43.73,81.32974057,1.770386745,8.5,22.638
ISR,495673094183.2368,51595.300399300744,2.5232124621901972,3.8844000000000003,55.84510633554028,29.2452592732053,26.599847062334998,29.041970581801017,6.202366511027016,7.47212696,9593480.0,92.76480000000001,58385954909.415344,11.800349637341741,18.710689803355958,37.97,82.09316588,2.479067911,6.4,134.315
ITA,2173627237130.1382,36777.88101843236,3.30838660806918,8.227,63.014983272626296,32.252845247152536,30.762138025473757,22.99976041360254,4.2196831703186035,9.034143448,59113037.8,71.6614,326337146541.5418,15.007978058637722,22.316809598985877,41.91,82.19747411,2.523430004,9.1,8697.238
JAM,16984282477.242243,5985.280569768206,6.66504217730205,5.0114,,,,,5.506923077556658,6.921422365,2837305.2,57.0222,1368888447.172264,8.072553172371972,19.63661281953888,4.6,70.1439437,15.950753448,20.2,143.476
