economy,inflation_rate,unemployment_rate,exports_percent_gdp,imports_percent_gdp,gross_savings_percent_gdp,education_expenditure_percent_gdp,health_expenditure_percent_gdp,urban_population_percent,manufacturing_percent_gdp,industry_value_added_percent_gdp,medical_doctors,life_expectancy,infant_mortality_rate,probability_of_dying,log_gdp_per_capita,log_manufacturing_value_added_per_capita,log_air_pollution
GAB,2.29461037607183,20.6452,61.11224939448482,25.48753924894212,19.767453507593686,2.6558032898813373,2.93504727,90.7172,19.94022170386718,50.0076853488201,5.21,67.91844591,26.495975388,18.1,8.97440487298428,22.070061295071103,3.990704787462341
GBR,4.299089329138494,4.2246,31.00687905753922,31.73032974561132,15.700899197880142,5.673089981079105,11.172257042,84.3958,8.408709927807035,17.123273557891217,33.01,78.27424872,4.308135721,9.1,10.758910330979734,26.312654422075795,9.326808143051199
GEO,6.0530045588658,11.637,45.9370693037806,58.19773003395596,16.04308645693182,3.769641657612074,7.62668538,60.30219999999999,9.108857605983154,20.284690234774622,56.42,71.24038597,7.951448459,32.9,8.812743542730603,21.522846622620573,4.624119508146502
GHA,22.41391341761595,3.1702000000000004,32.65345468462058,33.97440453948164,15.31303489124735,3.23976749945799,3.8118372575,58.6082,10.90746533911938,29.60480282372124,2.66,63.69049028,24.698205883,22.2,7.754930112114914,22.85458232411144,7.961552193526198
GIB,3.252598092332183,9.981,54.66773268834366,74.07471105121218,21.512062130487088,4.1187303075348645,9.596043662449999,100.0,8.822540957563842,18.983354497005738,30.360000000000003,70.036815852,13.503671414300001,25.910000000000004,11.024070300309008,19.69709138126218,1.9314344513005368
GIN,9.924012932523643,5.5172,47.35539038015124,56.85436848114474,10.99361909086534,2.05518501562728,3.9164425725,37.6818,11.244801984978116,26.9705941550151,2.1,59.94664411,68.061717185,23.6,7.243189768921522,21.388560115642125,2.5930881826325285
GMB,10.670002009084978,6.2424,8.19012684143285,35.88792603470786,25.979382235004643,2.90804791382428,3.3701150975000003,63.84159999999999,1.8635177880336875,15.9340611627407,0.9,64.21396887,29.481238401,21.2,6.719050357967875,17.461900473930623,0.17730901497041035
GNB,4.728205014566506,2.7718,14.90528964005642,28.59160546303666,16.517933980678926,4.134143944734727,8.119121312499999,45.0426,7.711174085447463,13.92574575860238,2.52,58.62801846,43.055919952,23.3,6.814564952543939,18.824943153482078,5.121019171519091
GNQ,3.047441770710111,8.4804,42.14133297335732,29.59712342613784,23.720255386664988,3.90084323417033,3.3679534799999997,73.9986,23.061740731077997,48.81493209735136,1.53,63.21443749,43.97618821,19.9,8.816621375717231,21.76514570551955,1.3381539857919555
GRC,3.165478602042184,12.836000000000002,41.28367781370478,48.20802949977828,9.047120710471637,3.37547993659973,8.85177517,80.3534,8.742052554136809,15.2808975920348,65.76,77.25505569,3.179875626,16.4,9.977398604672432,23.70687403679545,6.407666805158845
GRD,1.3683189901390207,8.11009,26.814517156944238,56.47614384184709,22.2685200137732,4.4178082168514035,5.1368773,36.885000000000005,3.3376885604663675,14.70267705605058,13.83,70.52317817,15.255847724,17.8,9.255527049634393,17.493216736760985,3.0709788829285287
GRL,11.25039431437383,8.89113,37.902505463054,49.99714264475045,17.777954132334212,3.719850389165569,6.065941373449999,87.721,2.9219728008725525,19.3987076691142,12.515,67.093129094,24.496518594100003,21.32,10.946792515094458,18.353955914090427,7.45464494655136
GTM,4.687424716309733,2.5486,17.08357599240122,31.01126754551968,18.8587438318435,3.1751199960708627,6.762935994999999,52.6774,13.94298808508174,22.2486682624466,12.81,71.89797363,17.869858358,16.4,8.581567044901352,23.310685026369296,5.5737345315797455
GUM,8.573212206846357,5.7284,5.796467110312871,59.99684820441603,17.95468930534203,3.4017600698476165,6.9831280002,95.09,7.248895502647694,14.842203289320722,14.441999999999998,68.672681421,24.3607894434,21.449999999999996,10.566123698522919,19.97971144786488,7.411050540607256
GUY,3.573260777133048,12.8188,42.71776607524092,53.06703194680652,20.68616558879319,4.363540883194823,4.562864305,27.0366,2.8754712858520723,60.12132824120188,13.87,66.0777533,20.767196725,23.9,9.739937582054184,19.46865163909918,5.10055521494612
HIC,3.5308792336203907,5.052558722990068,31.4468713479288,30.403240745203856,23.23829502878316,4.774801572163897,12.916815713248326,80.95246531248813,12.83172509284258,22.56348520142972,20.218,71.747738091,19.062732959000005,19.56,10.7417892052327,29.74892089063288,11.374159005837168
HKG,1.505482748211716,4.2084,186.6640875737618,183.4176233906972,26.650816598868523,3.9491820335388184,6.10051712833226,100.0,0.9397136600138676,6.17989219405614,14.886000000000001,67.580387185,31.789707360200005,20.35,10.817307786092664,21.951195844011817,9.145674941452622
HND,5.661678662728429,8.0786,37.71950034465618,61.075332290713426,18.92572588994722,5.253008996039815,8.440146685,59.5942,15.7482671471833,25.807440064752143,4.89,67.43758929,13.280712554,17.1,7.986501190494327,22.29979115555419,7.409171573527183
HPC,5.839154797820648,4.592157593637976,23.1245727620975,30.8150615612961,20.184315621550876,3.2658443162760324,4.82703151606945,38.046035884143734,10.69628550839532,26.4434526352629,23.544999999999998,72.01191071400001,19.6716743441,19.21,6.998953675000779,25.37613803864466,8.428145845065027
HRV,4.880637119831115,6.679399999999999,50.65743516547408,54.837140900050315,23.04539761873108,4.250104904174805,7.4054079075,58.234,11.79543943640962,20.11900813526212,39.09,76.8616792,4.236320214,15.9,9.871650046788815,22.898541060034447,4.988382868493119
HTI,27.476868003697057,15.015,6.13975610381085,26.688672146025816,13.52453664661335,1.0869585904507135,3.4458602075,58.8,22.181380943635823,28.725178669102103,2.92,62.4563858,40.327794429,33.6,7.466202049485659,22.239521496640393,5.87577307261179
HUN,8.774904564463313,4.089,80.50123095805715,79.04228557909912,26.458330677353057,4.2167400519053135,6.799938299999999,72.55640000000001,16.743054802818882,24.39207014890826,34.56,74.39546955,3.469176767,15.0,9.89876769151085,24.18746775349078,6.314677842599418
IBD,5.011304931319319,5.837187790673428,25.34760882531328,23.92883861260826,32.45581991962535,3.8969379374053927,5.63088349336668,57.3936017968709,20.82613358724984,33.89914070747812,20.218,71.747738091,19.062732959000005,19.56,8.924572386894848,29.672768359706453,11.374159005837168
IBT,5.109135917419009,5.650211860351928,24.99342137635136,24.179539680904742,31.97618235246775,3.678777969700568,5.509928496075682,52.32056642898524,20.355893504398317,33.46434597379002,20.218,71.747738091,19.062732959000005,19.56,8.673981890606868,29.721262472138662,11.374159005837168
IDA,5.351701059339488,5.051029453412082,21.18957211609268,27.57349666400258,22.7440754692196,3.2063036307572723,3.949797878850795,38.91214387598264,14.0404355240119,27.54654454866262,19.833999999999996,71.67591003500002,21.0952064668,17.779999999999998,7.285721188607284,26.670713161749347,9.796121143084493
IDB,3.987087641339796,5.055948801623354,37.458083652742246,22.18222346563836,26.546192945790455,3.23264904038437,3.74689742265637,44.51572146897414,12.98231715614188,25.44888108871138,20.038000000000004,71.11302688500001,20.804693504800003,19.089999999999996,7.47940127157412,25.732907104459457,8.632938258491322
IDN,2.708055604887724,3.6304,21.4375591365637,19.07254847218714,33.938279757231236,1.0468159880236192,3.174899935,57.9282,19.01949004147278,39.8093290245054,5.24,66.41327031,15.112246863,21.9,8.419732461618617,26.20526200685245,10.28818979646821
