economy,inflation_rate,unemployment_rate,exports_percent_gdp,imports_percent_gdp,gross_savings_percent_gdp,education_expenditure_percent_gdp,health_expenditure_percent_gdp,urban_population_percent,manufacturing_percent_gdp,industry_value_added_percent_gdp,medical_doctors,life_expectancy,infant_mortality_rate,probability_of_dying,log_gdp_per_capita,log_manufacturing_value_added_per_capita,log_air_pollution
IDX,5.890473990375154,5.0497891954907015,21.63004344617118,31.373520017658144,26.352641707714675,3.187124132398365,4.1205530024991575,35.90207676513298,14.96064470404466,29.075158928561255,19.621000000000002,71.710881317,19.3589512243,17.96,7.166532893357364,26.185461401750107,8.678212865592204
IMN,8.181562433580188,9.125449999999999,36.6848771224965,48.854562080866835,19.679823471595093,3.0014354329413155,6.72131149275,53.287,2.11682131457438,8.415026041606131,20.083000000000002,68.54738915499999,24.1125726805,20.73,11.378040968778638,18.856652702091754,7.45203121062864
IND,5.811211417532668,5.487,21.1919993138391,23.392080523402477,29.8612760036618,4.34050275791147,3.2367882125,35.8844,13.43905128341802,25.348363195741,7.23,67.30780612,24.498441818,23.6,7.760116487561302,26.826721903643442,11.827569059455394
INX,9.208745910910041,7.25847986604192,41.05834780792017,46.120634745405866,23.379655264895636,4.310003479925473,6.860070980858483,60.92901227730653,12.236002297589696,25.852123914237705,20.81100520833333,71.32777389232433,18.76097713975,19.122702702702703,9.859871621671195,27.10231367405217,8.849281706309986
IRL,3.651297943499176,5.029,137.5674852289188,101.7996318412408,34.277414905212154,3.04813492298126,6.62372613,64.1948,32.437762819887595,36.0536003851785,38.75,79.86626285,3.613007636,11.2,11.526883856446725,25.86439718296222,3.5990094496848934
IRN,38.9013353282591,9.2574,23.2352314233365,25.10008365805916,21.88135268510739,2.89978768431448,5.6986284275,76.7962,20.439172528967624,37.33165329639256,18.11,74.71077692,10.655915338,12.7,8.341443820074673,25.021063174807875,9.088651606377057
IRQ,0.7344326572023654,15.6866,37.34732051705136,29.09310406444872,40.60101291864775,3.85410848728036,4.8977105624999995,71.36359999999999,2.882233384027892,53.06347297612548,10.22,73.9119724,20.824755634,26.5,8.620772505021035,22.69352530099217,5.1281575550131215
ISL,6.038812066349376,4.3842,40.300248713762976,41.25110919853518,23.1243118766127,8.02738316853841,9.276467896,93.994,9.314515997701545,20.63502284185636,43.73,81.32974057,1.770386745,8.5,11.200928678991232,21.678953943726466,3.162855586590049
ISR,2.5232124621901972,3.8844,29.2452592732053,26.599847062335,29.041970581801017,6.202366511027016,7.47212696,92.7648,11.80034963734174,18.71068980335596,37.97,82.09316588,2.479067911,6.4,10.851205251211281,24.79034119974696,4.907605393776712
ITA,3.30838660806918,8.227,32.252845247152536,30.762138025473757,22.99976041360254,4.2196831703186035,9.034143448,71.6614,15.007978058637722,22.316809598985877,41.91,82.19747411,2.523430004,9.1,10.5126790740531,26.511196875753438,9.07087575539533
JAM,6.66504217730205,5.0114,30.013525698936235,43.77447995206613,16.980867592253002,5.506923077556658,6.921422365,57.0222,8.072553172371972,19.63661281953888,4.6,70.1439437,15.950753448,20.2,8.69722555830792,21.037264895763435,4.973113403792623
JOR,1.9100019576283245,18.643,36.5049523775116,53.59816655871674,16.9268757585098,3.33981703729799,7.05456388,91.8194,17.23820017909252,24.27875337343198,28.51,75.64973596,13.395796325,12.4,8.372258549776848,22.85052347040401,6.07259512437522
JPN,1.6492049287961177,2.68,19.260097541839976,20.74928277462535,29.135824180974975,3.3209649324417096,11.1977066975,91.9562,20.30879219776735,28.648905688513576,26.49,84.46067178,1.850093234,5.4,10.494081418974226,27.572489802835527,10.340148051745999
KAZ,10.670383865508692,4.982200000000001,35.0631096301926,26.43482787444085,26.464700041043624,4.510897887527365,3.551330925,58.0096,12.8700133417921,33.43687647139304,37.54,73.93874626,6.588448039,15.4,9.339792391351104,24.098247296004722,5.9120154132346565
KEN,6.266829136275288,5.604,11.085240948356384,19.742486019097377,16.308827095334617,4.486377094106804,4.43813145,29.0118,7.576939192866055,17.00315181194876,2.89,69.21556653,38.349748028,18.0,7.626767385106926,22.827458973341272,7.333308594519625
KGZ,10.726662285246803,4.0098,37.1532406924363,74.20020362084988,19.127250806706463,6.22390762712776,4.8694995675,37.486,12.7566045992749,24.63466403448238,15.678,75.75667891,14.934850197,25.0,7.482312913049828,21.186686099402394,5.281857645509351
KHM,3.33305013336638,0.2588,68.54922869668329,69.813316846643,37.540583266478066,2.0872046993796047,5.14331174,25.1238,26.38260588683148,40.1822227624402,2.11,68.92399972,20.316859905,22.6,7.752489952935318,23.084988641096952,8.006897760406558
KIR,4.8089726165379,8.74203,6.628729018703095,86.9930061517298,31.024264532748333,15.348522146140123,11.462138415,57.0394,5.305594492535017,10.167926757405253,1.93,60.87345633,43.657171468,44.1,7.651113855130545,16.433922284052894,1.8468787684491346
KNA,1.46982380452609,8.91735,19.564675519642122,63.429392231618905,19.120056938830494,3.2361749340912924,5.649959805,31.0114,4.479970707704248,21.99419427067174,30.85,68.238705111,12.763447576,24.810000000000002,9.938681344901616,17.578792937488203,7.389685873360632
KOR,2.808866908819823,3.1412,42.626063535909225,40.8013340883015,35.3042011821291,5.16082000732422,8.950771904,81.4418,25.052319314937822,32.072660483265025,26.1,86.65826663,2.518936917,4.3,10.407038349352723,26.78493646666611,9.117055978879689
KWT,3.2093446798427556,2.6008,51.96238012440103,33.01426359345113,37.893386145018,6.410429984746523,5.3170622575,100.0,8.71176663190207,57.99106678650598,22.73,81.75064092,7.57783607,11.6,10.407477004100732,23.306994134631495,6.504958607428246
LAC,4.81083653320876,7.700879852035932,24.85583843377436,25.8761929070167,17.344097950245278,4.07412576061997,8.020556197689112,81.14089173311646,15.031151466442822,26.146041319299876,20.006999999999998,71.79309410900001,20.9719659741,18.11,9.092862140513686,27.391145464094155,9.896782211902638
LAO,17.2353238553834,1.6084,30.013525698936235,43.77447995206613,17.84664178625695,1.6175126272255076,2.3562372325,37.5948,8.697449380522567,32.04705686011242,3.31,66.08941394,35.165674638,23.1,7.727725546226022,21.11762680441599,6.381822785572703
LBN,135.48212134045497,12.274,26.94460144347055,60.068676812863345,-9.300871727257974,1.624001286859605,6.715383650000001,89.263,2.18527468238827,3.4684656468619974,26.8,77.4956995,17.047921887,9.0,8.339420210186459,20.264059351920043,4.476654763752664
LBR,10.134746166311974,3.3491999999999997,52.55776409768036,60.651473896158926,16.04792159171647,2.27555893491904,12.1501517275,53.0742,9.666870309139224,20.49760380440546,1.78,62.64177415,58.056519903,23.4,6.6011874509719695,19.720782579303755,5.941391560473542
LBY,2.665000264611312,19.1808,72.86807532204358,59.364985427319326,20.97344399360603,3.5442710311986807,5.8795939675,81.3,14.811918764663584,62.67114688211582,20.42,70.22740913,16.728501846,21.4,8.701812723759952,22.551934685320685,6.6023816293989555
LCA,2.1986732762657715,16.738400000000002,32.15470700817186,51.48237366620374,17.196450369087177,4.141723575251396,5.4079468225,19.0618,2.889484973196526,10.451526990305863,42.34,71.1130421,12.929291436,15.2,9.387907812556394,17.935895831211436,2.2830964164101832
LCN,4.234693613168995,7.746610701905473,26.26043042100744,26.693038021237538,17.46054100234336,4.056340334089793,8.114864172716441,81.56374505180132,17.39700592605842,30.64419704833306,20.006999999999998,71.79309410900001,20.9719659741,18.11,9.16214477298399,27.71438021759785,9.896782211902638
LDC,5.964451748337756,5.263710942634409,21.35542889533086,29.5196787832626,28.09458231611985,3.0572537016711325,3.876416123759773,35.8545575742366,14.96805730631192,30.141056325319,20.416999999999998,70.68797591299999,20.6182822189,18.919999999999998,7.091442986563854,26.043033739471902,8.627339478977254
LIC,6.084251505542665,5.6273777395019575,23.75332991214686,37.1958554575378,12.1897730010345,3.261130114396233,5.641316063322602,37.15047265523652,16.301904678543472,26.35923537461956,13.381,67.642215608,23.190956375400003,24.11,6.529110667577466,24.89626729128717,9.112264800999926
LIE,8.181562433580188,8.11629,36.18511554624704,49.579875066371784,19.679823471595093,2.775346065156163,6.1116473685,14.5498,35.379699398107995,40.56932734969313,20.083,67.82413973999999,27.1288359835,21.28,12.156640018228078,21.664490988005717,7.471078300911674
LKA,15.800328417329116,5.1732,18.9028161832183,23.284044691456423,29.078978059366676,1.52403690512691,4.087849435,19.0452,17.90889963230874,27.8614312593176,11.36,80.05458522,5.347159916,13.9,8.269073226072162,23.454181941002616,3.9595361640968303
LMC,5.750098018935715,5.274267359573826,25.97486898983098,29.6288573692774,26.31875836040488,3.3968704136957624,3.807400450585895,40.46255351184656,14.79429864882204,27.55016361110168,20.006999999999998,71.79309410900001,20.9719659741,18.109999999999996,7.762261956509673,27.68719828117875,9.896782211902638
LMY,5.10107557621241,5.706091094636024,23.96286883928554,23.5235971412374,32.75510724030893,3.6305247430188574,5.36767842155695,52.09257698311584,20.72440272575374,33.2156683223286,20.218,71.747738091,19.062732959000005,19.56,8.619257639771293,29.63066767693688,11.374159005837168
LSO,6.34906205103199,17.184199999999997,45.00611625425408,96.03658901823444,19.29681713810545,6.9563221084377656,13.9735651025,29.9526,15.35979955766938,30.67979231896164,2.35,51.47907482,55.422958552,36.3,6.889263841432214,19.658634137258133,5.828101143495233
LTE,4.6088059600053075,5.210438088709818,29.526448451197503,25.77699939740978,35.31400075278643,4.296097593476027,5.908808741836412,65.58814404435756,22.22876741125514,35.081803196876976,20.218,71.747738091,19.062732959000005,19.56,9.37883565331559,29.44027464237671,11.374159005837168
LTU,7.084308053968611,7.1798,77.88626243374559,73.78277861996818,22.97644293154614,4.322036743164063,7.351143646,68.478,15.27096997695476,24.58360846785192,61.04,74.13314711,2.595089808,29.1,10.139051134817507,23.115957630072153,7.827582549923503
LUX,3.095084357989566,5.6088000000000005,215.1264925965078,182.4637100113456,17.77107067308912,3.759793361028033,5.644976808,91.87,4.1580584945014865,10.045169624945762,29.84,80.76781168,2.159631214,7.8,11.766753043427803,21.97000104245628,2.3561258599220753
LVA,6.20180447809777,7.122200000000001,67.60616854025086,70.18582549070784,20.90316767688212,4.694743315378823,7.663454055,68.5524,11.321329487850871,20.7407519436481,33.98,68.49511637,2.690912674,13.3,9.94368402972125,22.20646221830615,6.391913763303238
MAC,0.5898193489211649,2.3898,83.58143467653494,63.29886228479626,39.08668766430145,5.263839960098265,5.75660493975,100.0,0.839081173041844,7.717001143881027,17.203,69.215876052,20.6703588186,18.73,10.85819461725325,19.385582965124552,7.832028386753766
MAF,7.060278423709738,8.74203,24.140222392835806,73.37034505912334,19.120056938830494,6.049436078256714,6.48343161425,63.795820000000006,3.4103136351130403,11.733978559610346,9.690000000000001,67.52518161500001,24.9080944282,27.07,9.98365521053201,16.928128222344764,7.388285805507937
MAR,3.1682735291189803,9.856,38.95599639657626,48.05373572595846,27.79416440770558,5.965058169480128,5.447329165,64.5914,14.97602775512892,25.32149789880474,7.4,73.71494086,13.88790814,22.6,8.204080978282198,23.75430762324235,9.18817921754019
MCO,10.00433562724761,9.27139,33.552455762654105,49.57902408122929,21.537748707771847,1.440853317578633,3.80671996,100.0,10.176401447300709,12.809102137653074,86.09,65.15824359,2.497202083,22.78,12.305184416854763,20.529557832764716,7.480156526336642
MDA,11.140885157461195,1.1714,33.26314326645388,59.2398600968138,10.891861525880495,6.290332555770875,7.05388987,43.1984,9.013624845575984,19.46498987590442,40.16,73.6336332,13.492511012,16.8,8.693388788666427,21.00536436928617,3.6057152128531675
MDG,7.01224034503751,3.2076,24.881017787948643,33.29462036060962,12.364774426613913,3.1419853422940727,3.3948023925,39.882,11.616903453112798,22.16436827064536,1.72,64.02700715,44.175046993,25.9,6.213195638339785,21.262615522893906,7.76810910948965
MDV,1.1667564060568325,4.7508,70.34829812858945,71.96298688863435,11.2375838929606,5.075478076809165,9.68598342,41.537,2.074889317540018,10.07693432667924,22.35,76.59470056,4.979369712,10.6,9.307592978432227,18.561624483222666,3.931354933727638
MEA,3.159391047679894,8.550383451402487,38.131128581373446,34.13371053481562,28.1120226950019,4.14270997047424,5.321825847584988,55.00255228762738,12.64250007429804,38.32604382714446,20.006999999999998,71.79309410900001,20.9719659741,18.11,8.662691778197255,27.077712029884,9.896782211902638
MEX,5.4465071163792675,3.4381999999999997,39.14060490607726,40.30577846219352,20.587833031039757,4.26792001724243,5.7411234375,81.2982,20.474971438481997,32.04472386668844,25.88,70.83258685,9.647736222,16.3,9.368139320800681,26.454997104366235,7.8023515792261975
MHL,7.402699862220129,8.74203,40.405881358450046,73.20808106335639,13.3574538748771,12.23945289248816,12.8765082375,78.5104,2.6174027488428324,10.88865303051243,4.67,66.35681783000001,26.323792926,29.119999999999997,8.776272145807695,15.703420914109435,7.388605186610062
MIC,4.9718285369196655,5.712199442257402,23.97905216405936,23.37284047954976,32.9158974134001,3.653007005232873,5.364940133310315,53.60595688372074,20.82513418424502,33.29268039723384,20.218,71.747738091,19.062732959000005,19.56,8.70434616931371,29.624012250733365,11.374159005837168
MKD,6.297430657551408,14.6886,65.29923930158212,80.35274384434538,28.47624594579518,3.556519868352204,7.735777735,59.1466,13.39938110485742,22.8541904378702,29.44,72.99535604,2.680571299,24.3,8.98283604901161,21.39146067627828,4.787391737781713
MLI,3.850073755998585,3.1794,24.431838953990415,32.163137225168484,16.92737392558705,4.13698576242588,3.6111904975,45.429199999999994,7.320895087881868,24.87579034716384,1.88,61.08022019,57.553430116,23.0,6.923092509356403,21.26481339787659,7.686138428093106
MLT,3.0069911276148376,3.2950000000000004,126.219202175819,110.2952169997724,24.04222887563328,4.82531499862671,9.8912959075,94.8752,6.31794967721817,11.88391853093986,45.134,79.95901198,4.84091865,9.8,10.538253067544556,20.971641522234428,3.404359044999734
MMR,9.256644779807143,2.9874,49.63208649635745,49.10855357868352,20.95616189058429,3.9291026828740017,4.8769661175,31.788400000000003,24.20722487846314,37.70144739810106,7.57,67.84580637,37.727743803,24.0,7.16834019304529,23.54833241775222,7.688231327792694
MNA,5.214579533723306,9.304356218098324,23.56846088154158,28.598003911870094,22.647959756199025,3.593219986184728,4.962345066972745,51.90373548932986,13.03612780056345,32.92660686904864,22.607,71.782052087,19.9309002491,16.59,7.921747337033619,26.254580831824367,8.361641206886663
MNE,5.42339382325208,15.5986,43.03774300528742,66.74228937949256,13.517868830800044,3.4017600698476165,10.3066403875,68.164,3.76170599936071,13.84437988271298,27.83,74.70975149,2.230984009,13.4,9.249525482242113,19.2366069785104,2.0445912642440898
MNG,8.55793249455112,6.2958,65.33318948279458,64.67088365813768,24.31381938149772,3.65764999389648,6.30583942,68.9448,6.7883446646032555,37.40815171365746,41.3,70.09795294,12.554116865,26.3,8.558238998256241,20.898057492452473,6.881428757288988
MNP,6.7498735057971455,8.21829,14.35362655166034,69.32130487601293,19.120056938830494,4.280516036088908,5.41901995075,91.9836,3.815989173361345,11.756993097382606,11.65,68.15215035899999,22.560775021199998,24.85,9.927612430451,17.478765432580538,7.391611392993627
MOZ,6.275471436693958,3.7232,42.19610230410798,67.51669850116363,9.33800803913562,6.16243494172603,8.2726986425,38.1936,7.782834196241292,22.56444913227072,1.75,60.54787171,45.415409858,33.5,6.337131804134772,21.080310399572877,2.8527852642340576
MRT,4.584163967436378,10.7096,39.821981568298554,52.32289658231323,33.0642545416056,2.4498749971389775,3.5893421775,56.908,6.385170378578939,31.20234918607528,2.61,69.36220641,31.021062326,16.1,7.592115275952429,20.241438682934646,5.9463939567390804
MUS,5.6081170601437815,6.7428,43.68985893619916,55.74702915373943,15.651998165932202,4.504449939727782,6.0577607175,40.8312,11.38689622837064,17.7208728849988,14.36,70.13596527,11.943652834,27.0,9.237230069040624,21.11321119159598,1.2406903872610988
MWI,19.975804356411807,5.301,32.381687986796706,51.832828199020106,22.138454504329623,2.74888371105811,6.9196010800000005,17.996000000000002,11.042618717109985,17.137877659191698,0.54,62.48652597,29.361879146,27.4,6.376706418267499,21.029130123351994,1.6618405912271488
MYS,1.80801293839596,4.161,69.79953977592596,63.552509002804186,24.8368725134499,3.79674797926236,4.0505493275,78.19739999999999,22.88800532028738,37.49131796509492,23.41,75.31574097,6.0931083,19.9,9.321167246009137,25.210508401688642,7.237967246661103
NAC,3.8175686070757058,5.174902279372998,12.465370887175,15.48263837066836,18.55114944727658,5.035448312759397,16.957977373216075,82.95028260304409,10.113215664691255,18.18082811219024,20.218,71.747738091,19.062732959000005,19.56,11.209188244695396,28.65982228861738,11.374159005837168
NAM,4.405308534632018,20.0268,38.2726776218952,57.753587184417825,9.16103363178755,9.536450451923937,8.9800741675,53.935,10.93044819379584,27.285808101498095,5.53,60.35994599,42.1214128,23.1,8.354531048348615,21.01597773790104,4.531426762762949
NCL,10.696769783230199,11.5794,31.326722682727535,47.055947096726165,22.9529799300963,3.0006148192869153,5.168852964551456,72.31859999999999,12.542269475026234,21.88492960846914,16.387,65.183573441,32.7323600533,23.520000000000003,10.435107939099343,20.912952800963264,7.54447929298865
NER,4.746954569868036,0.5144,20.19907956022444,24.55670876745552,19.013325816937325,3.8568179014639425,5.500905395,16.9114,7.34110064849181,19.1564458760108,0.38,60.93901222,72.121330645,18.7,6.450174901092963,20.798551094559595,9.289878275334381
NGA,21.38954075836048,4.2152,36.98769414279964,39.747334714782305,21.88135268510739,0.3522856248163812,3.6783165325,53.5076,13.94881942869012,30.52725117869104,3.8,62.06702482,60.097513718,16.9,7.448320974290565,24.694754400112206,8.023411491259374
NIC,6.418009758328251,5.314,44.87171052083686,57.8941150745272,23.90266347043402,3.833330029161573,8.9091200825,59.5698,14.176634518852278,26.75560587644862,6.82,72.2627673,9.129068459,13.3,7.7716327679611785,21.541327365103125,6.3349567290124
NLD,4.227064985384082,3.7382,87.36136433321289,76.95357223052822,29.35682018590336,5.282399972279866,10.6473860725,92.8652,10.57447692311488,18.07075697600684,38.76,79.58002654,3.466365406,8.8,11.020361957184805,25.464414572127932,6.0093928699729
NOR,3.839547970725368,3.9112,45.2432175516992,30.91121527223464,40.66159495662864,6.929633299509683,9.90613413,83.6548,5.864601326360452,38.00518591797806,49.75,82.88199872,1.934893134,6.6,11.396379254963549,24.06080194447404,4.77311387483609
NPL,5.991899467965513,11.4678,6.650945311542278,36.35826536179876,56.09131643169712,4.090584218118581,5.40814209,21.4608,4.595832817244912,11.88335944427464,10.11,70.04936795,23.296469589,19.6,7.189547622199322,21.30918791420384,8.801524857519599
NRU,7.40269986222013,8.74203,42.243398139551616,100.85487195492846,19.120056938830494,5.664772145958482,13.32224512,100.0,3.4103136351130403,11.216242283607453,12.73,66.35681783,9.078474806,29.120000000000005,9.469049008848756,16.928128222344764,7.388605186610062
NZL,4.296773544278652,4.0531999999999995,22.9423583327444,26.157912791245774,18.30186867342555,5.42524015903473,9.9044735425,86.8896,8.991893410197564,19.4699597772328,36.11,80.36105381,3.984233877,10.3,10.769357765123358,23.787739078240744,3.9033454642344583
OED,4.0459489804911115,5.612329266735032,28.20602117306272,28.33686630542602,22.41034862626168,5.136398315429687,13.17816110953845,81.46977361436842,12.847688319764462,21.58422517748386,20.218,71.747738091,19.062732959000005,19.56,10.696630384075112,29.69007387970358,11.374159005837168
OMN,1.065264735889756,2.8954,56.1948196779459,43.67695422600615,23.4212591863552,5.589464902877805,4.0530542125,87.6936,9.551548994017738,53.60874261725856,19.92,72.47676726,8.365620401,13.3,9.909845357998057,22.96061099262362,7.5042902324419565
OSS,3.449350440474544,8.998797757911044,75.1886704797749,74.41921448771626,23.084578936043226,5.109079588963217,7.604769635623745,55.6061108469184,8.892348493266581,21.4688779714755,19.4611,70.88596782800002,20.0399136492,19.58,9.557083279443841,23.491750571390593,8.287334091195813
PAK,16.502144716728445,5.766,9.954853926184423,18.61688977475966,13.09230290417444,1.9160583023174524,2.92364961,37.7482,12.76368857425326,19.71901145821906,11.6,65.99092295,45.11100255,26.0,7.262201935189102,24.51799129838353,10.938816940334393
PAN,1.0239436714206724,9.1976,43.11540635207987,39.8981271910561,30.851572674372026,3.466730058193205,8.9882607475,69.146,5.177403026867053,26.070943966621677,16.25,74.35268157,10.610427661,9.4,9.728265468061666,22.05952862342815,5.537035009647091
PER,4.6142206103492445,5.1706,27.35041204284986,24.49584087773388,20.01905372957256,4.06372994184494,6.0682995325,78.7132,12.32735942816788,33.4395626055811,16.88,74.80744833,12.139296463,12.8,8.899869174198821,24.136133295125063,7.075322693407495
PHL,4.26642615035656,2.5786,26.350513254812803,39.12734585973776,24.81506345558686,3.771817235549446,5.113333036,47.994,16.88702451022098,28.480513867263063,7.92,69.88256359,19.623407794,38.7,8.191681787899729,24.96132863084571,10.304422079710864
PLW,6.047006012925907,8.74203,14.587736375008802,77.31524879488613,-2.3447684086206,3.629377731412747,13.5992963325,81.9348,1.0578756789263726,11.52042536671477,18.08,66.35681783,19.11496778,29.120000000000005,9.583788690694078,14.821441242427577,7.388605186610062
PNG,3.5019214364615494,2.7954,41.12858930792181,52.935946126305836,18.643457457870433,0.7593757933633017,2.39636916,13.5972,1.660729792616548,36.16509709214696,0.61,65.48786529,31.989812503,28.6,7.950645943490483,19.990559028326135,6.91280650005763
POL,7.634424080438715,2.8898,56.4069202453937,52.35903646182618,19.651480695096,4.578179836273193,6.559244443999999,60.16,16.8045242138305,28.39594355182624,40.31,75.4021086,4.088271139,23.1,9.91195745606868,25.54831663078099,9.851571327325349
PRE,5.397631890420092,5.210119639372996,26.17659991450166,26.24128860754618,27.073626441475163,3.12095222216143,4.32461395909245,43.63884945688786,10.066178441831616,32.3926400998531,19.621,71.710881317,20.6182822189,17.96,7.247460569822404,25.724593468122542,8.678212865592204
PRI,7.145957497331565,6.7974000000000006,54.57066956956744,44.43831803421724,22.859222605144517,4.083521642758532,6.762817645999999,93.6162,45.5876691349297,48.857580748878256,19.023,83.51311535,22.374802343400003,10.1,10.466744058115594,24.667295519929006,8.026269438387645
PRK,7.293637499198027,2.8886,20.27911371760086,28.41547150424127,25.086008447856905,3.366236728910786,5.009499347499999,62.928999999999995,10.192267462085592,22.604564698385424,36.28,75.64984451,16.069266411,19.0,8.915829923818546,23.279986203868816,7.984993766706928
PRT,3.1626647799943313,6.4564,44.45444339716214,45.29578764693154,19.8720440792642,4.72970660527547,10.331463432,67.3738,12.0745800384403,18.74256101999178,58.51,83.88307768,2.787077223,14.8,10.149309317806688,24.198649644755044,7.412941430776598
PRY,4.957698253553184,6.7002,36.47859515242628,36.61675741458966,20.81387762095988,3.5373850464820853,7.65174055,62.827,19.165288264727742,33.7056324676312,38.93,67.62709698,13.596538687,13.8,8.708445328742576,22.785073019473703,6.108318262190847
PSE,12.756724110582072,25.56833333333333,17.984073931287238,58.73862922363283,14.550910110883478,5.43442010879517,9.907491685,77.2944,11.1453505430696,17.3687465946813,8.829999999999998,75.87512392,13.264616256,22.3,8.117580564467406,21.397654845087235,7.753789798833492
PSS,4.221158836258196,3.189613800127804,30.300171861191977,58.642998925586994,13.079974805794969,3.761158127419678,6.15688148051455,39.28331752774768,7.555385120664026,13.958695699305776,8.331,64.970915443,31.364412932299995,23.09,8.282071181515404,20.486471143183575,7.549103984940913
PST,3.7105745801102623,5.229661239055586,28.777138737032335,28.93695501622576,22.538853531021523,5.1214516957600935,13.65474042193385,82.0805622201785,12.28022322120348,20.82309394683858,20.218,71.747738091,19.062732959000005,19.56,10.842884886998275,29.581600666323382,11.374159005837168
PYF,12.400243931775332,12.1738,16.692977320174883,41.65948534010917,17.828023719958388,3.4017600698476165,6.9831280002,62.1838,4.72964986303904,10.646123379638,14.441999999999998,68.67268142100001,21.8851163424,21.449999999999996,9.969581655792513,19.390207216468127,7.411050540607256
QAT,1.8108836519385665,0.1332,58.814436155842166,35.52286406230467,50.224602427887994,3.2336699962616,3.0193312775,99.3144,8.548052767829146,59.30483802836629,30.22,77.97981478,4.58880805,12.5,11.208066400369331,23.558934821232107,2.8190547591451214
ROU,7.519496767221867,5.4414,39.0708882310869,44.63720662393922,18.15702023747994,3.391379992167153,6.0398041,54.512800000000006,13.83156720401514,26.323351933135143,36.25,72.76430945,4.88165843,21.5,9.70636073412812,24.47584554565306,6.30493497307014
RUS,5.038059145977545,3.967799999999999,25.5308441275532,18.404832126674,29.9906386802152,4.057450427416033,6.8962391625,75.1386,13.15542683112968,30.97230657611642,51.11,70.017337,4.024765616,14.7,9.50608550471067,26.28081658758235,7.5496917933196785
RWA,9.741620196341982,13.4068,23.42686184091002,37.67077428143952,13.878164554367451,4.656113529085092,7.2342625825,17.7388,9.283806785850654,20.40584218097876,0.9,67.54213882,27.125530324,20.0,6.827716922500779,20.885254958479724,4.769353230078791
SAS,5.46338617610126,5.488810488139194,20.00766371176968,22.98438899687696,30.51888082926062,2.921341716162792,3.1848062825655523,35.80024428614112,14.31292266188484,26.17326689903154,20.006999999999998,71.79309410900001,20.971965974100005,18.11,7.770225616494896,27.04626861818678,9.896782211902638
SAU,2.599567396078,5.5548,29.671419717093237,23.17152966029216,30.14028818839356,5.11466979980469,5.6671755325,84.729,14.82034163657994,45.96439279781168,34.06,76.42921259,4.780772897,13.9,10.410238268843496,25.81745536864222,8.731660654085736
SDN,220.38642779207203,10.177333333333332,2.249511187889354,2.093844770396888,5.453509404947983,3.508746380875384,3.757715045,35.979200000000006,13.42902730094093,17.38932479966019,2.5,66.24965038,34.503943993,21.2,6.716050895508429,22.442640915789305,7.281316838077293
SEN,4.232853983006669,3.1012,24.64046873618252,45.68270384344666,25.004550921836724,5.8623249986697274,4.5381621125,49.093399999999995,14.78399224453182,24.071351879756257,1.09,69.4721467,30.207779582,21.4,7.387739540083705,22.161995114653962,4.7647006544812305
SGP,3.0996360690263165,3.7914,182.188946222727,146.1343355590754,41.2128917881296,2.4679757166160763,5.0082530975,100.0,18.65017091143374,23.04391510241072,28.34,81.57605503,1.722070412,13.3,11.309232946133937,25.18678403283673,5.812529250458093
SLB,3.714787953283827,1.2312,27.13337654253863,41.16518207999819,18.0554612325083,8.689185586358578,4.7758357525,25.5814,9.186742681577613,17.98692079182253,2.38,62.55214723,17.858740658,44.7,7.630082747120361,18.767937660418838,3.0473280221976413
SLE,25.76114834046466,3.3036000000000003,16.930624808969537,30.684133145200786,11.42124940018465,4.6216732395252205,8.739170075,43.841,7.417639313116814,22.16445387170664,1.34,61.0228635,50.886677362,24.7,6.740327308083806,20.067441825829206,4.442180557493629
SLV,3.038656206339478,3.633,29.97992486755212,50.6960972941082,18.96745078732252,3.41676753759384,9.43174982,74.74359999999999,13.62288262916324,23.4368837912166,16.16,76.24875651,9.989773874,12.6,8.503682610549863,22.154849001763925,4.743243747328071
SMR,2.7963344192009343,7.73497,182.06844242718137,157.2013620396313,36.05457802486577,3.14369002978007,7.88717866,97.7238,32.627643932538334,36.61522733588637,46.29,66.91558412900001,1.250274792,23.54,10.838686391888185,20.16135524995093,7.401269786259562
SOM,9.094816968817932,19.1854,17.44817137079846,69.06929962706207,20.624965978355103,7.0582497119775e-06,2.407186985,47.327,11.338758305639722,25.273636982549355,0.48,51.74982512,73.148684031,27.6,6.35606250199594,20.940708034613067,5.159009321146059
SRB,6.936916318561399,8.5902,53.39258684868266,60.71927486416312,20.9194462163604,3.2108299732208234,9.2582209125,56.8908,14.362025087563476,24.23959725570236,30.99,75.62155242,4.925812716,26.4,9.280098439860412,22.990044688560246,6.325449765089125
SSA,5.497421919801628,6.659652054763981,26.88220069383728,26.982403121245778,24.097008356163638,3.2615984278555574,5.115245204260255,44.69387009519756,11.8751387827708,27.748644399094083,22.502,72.052086472,19.809153870400003,16.339999999999996,7.395462033660884,26.08705496420075,8.157311540054028
SSD,25.465772973241677,13.3425,42.55233595846808,50.45569904561286,20.02143479472784,5.005891944359714,7.8431594375,20.8628,14.539084083908321,23.805674273552487,0.41,56.47971379,66.826418239,25.5,9.961879687989917,24.14475048354978,5.7909321754119905
