economy,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
ISL,-3.413253446702962,1.6791947925071429,-1.3666473077660184,0.2598971546614741,-1.2111512077377535,-0.941229513232876,0.48202174693758143,0.6508866018636414,-0.6156262817173627,-0.6530128128476135
ISR,-3.348676374212703,0.04367415853653724,-1.3209459463653606,0.5018793247916192,-1.330824145255223,-0.6027865419076195,-0.23966898352193225,0.5130317778874592,-0.5411485349172788,-0.1538817829695399
ITA,-3.0224455500198735,-0.8421032395336991,-1.5129457120415608,0.5186074643888181,0.10385006477751375,-0.022799412933077516,-0.24743635722150764,-0.727156009198717,0.048341487025185446,0.4260526699878378
JAM,0.783650844799913,0.9522095476638267,-0.5262404170318241,0.0007671435449756512,-0.861280102936053,0.006558323957240053,0.19919979318275247,0.10613752381539,-0.4972220762515717,-0.11865138404366622
JOR,-1.09159929810038,0.32747332325060036,-0.07501167140411054,0.8385621691021812,1.454563239809719,-1.4676170742708605,-0.6968988721412797,-1.420793768674454,-0.31704067152653026,0.03154880440933261
JPN,-3.6305716129427195,-2.219958524638651,-1.7601191055898453,0.14748513945370936,-0.05060863512174926,0.40326764563871614,-0.37048166115103476,0.018213333659354385,-0.782303782702773,-0.2671330779997124
KAZ,-1.1182333581926192,-1.0714419603036096,0.11075471915123643,0.7140019233741504,-1.0880096639712116,-0.6645517819161865,0.24311613407446253,0.05547716195205602,0.560681339523863,-0.17484705831801767
KEN,2.392690493837886,-0.5664247785352119,-0.9701755186036524,0.3410280189305902,-1.0698360831223954,0.4043606986453862,-0.3066015429941679,-0.6078966338477261,-0.8271578344651419,0.48953406824384543
KGZ,0.7234649679856102,0.6629859558267147,0.4529502956607472,-0.2966773280213927,-1.102850638858427,0.07769252197404719,1.593431299456638,-0.2771380679862449,0.09471767667340217,0.6805413106756836
KHM,0.6451414633903684,-2.3457684553332196,2.73663543812201,-1.1463750866909859,-0.4841895702091446,0.928001968105692,1.4125360045541986,0.046992523487902185,0.12301312045690689,0.38690711125460037
KIR,3.2001101796135516,4.432958710881083,-1.5693979803555513,-4.528618016829664,-0.6290809321838952,-1.7069056004088297,2.2819703415562222,2.758136425806255,0.04113827247983272,0.48296273896768654
KNA,0.8410325641638879,1.2715018563318288,0.0680758906205186,0.3255627694427139,-0.6962722961359956,0.16914797086677325,-0.5797615748613089,-0.5246716257744731,1.6669327251620336,0.2658829996157976
KOR,-3.968864910114652,-2.089801441170379,-0.4729791616600582,-0.3817475517164633,-0.3149416284666005,-0.1727931610979422,0.5611801991822746,0.20948437705511486,-1.0563555242386438,0.40688095917555606
KWT,-2.949271745545439,-1.3679667832412512,0.7700213757394894,-0.5559858968666328,-1.3551512551148164,-1.7299376815913783,-0.3830436317631848,1.8321210684157188,-1.074518735828006,-1.0197339298335175
LAC,-0.5282385985247938,-1.2807220410926548,-1.3426601752880234,-0.1375091524833444,1.0020227702870386,0.3950318747122918,-0.5320679409913159,-0.24493523492960212,-0.2934577695809964,-0.3635442879491882
LAO,2.531132084313933,-0.8776683311183949,1.1679875580687793,0.9574536669506905,-0.9687711217353162,0.9191030327541142,-0.18232435429576885,-0.012330881690637957,-0.1427444174307524,-0.5691368374449841
LBN,0.4511830440195359,2.545285927085353,-1.6154720750184068,6.506810776050294,2.020309807068555,0.6585241283270928,0.7804526218808938,0.6714393336228721,-1.2444519458415408,0.6084980066243606
LBR,2.83909775982865,0.9160218924331115,0.21268124607961025,-0.525958981716515,0.5276586877509881,1.711259138814336,0.32153857240516587,-0.23684267242835386,-1.5222579189074843,-1.0761743478641308
LBY,-0.44830300568998543,-0.6338091857025464,2.069923342451497,-0.3353744069582519,1.9886590181140604,-2.509788821947907,-0.3111404982350918,-0.5985630722851667,-0.15609792876003456,-1.00912948863516
LCA,0.4765414370523828,2.4399556978898826,-0.1325345379795746,1.3948588153791837,-1.0569480102879443,-1.3637899708433803,-0.24852211987691827,-1.8138526707909726,0.9963789433783481,1.0102163574694567
LCN,-0.6543516999959992,-1.573296841961604,-1.1515680774166066,-0.2614747692542094,1.1828044578065136,0.25200481929868424,-0.32951873038641466,-0.2854971252764731,-0.31416591135609534,-0.5809860943115696
LDC,0.8580109428221258,-2.2745824329517585,0.07346961361824376,0.09891564866765715,-0.7604760692516538,0.1529082508637649,0.17925738528539817,-0.5617627689645726,0.26692846640058615,0.679559330533186
LIC,1.859541036657144,-1.3404332172350983,-0.4426279877325792,0.035298816574639166,0.20378693721545224,0.8476106957865236,0.6487524878575924,-1.2345768756804238,0.16226671242328813,0.09705200490227271
LIE,0.10332123617090198,-1.7522942801131534,1.3082807118823956,-0.3365931878812935,1.286128116052597,-0.057091257023223194,1.5173103037630986,-0.9405879580514737,1.192438434337097,-1.0298371318648265
LKA,0.04411497398503248,-1.832348257771227,0.5506802485719052,1.5743072668853881,-1.9483412075491828,-0.6242084220469246,0.8158117785837332,-0.9590356249876206,0.264077156456444,0.7490374921168118
LMC,0.41539736666102056,-2.3608364569415694,-0.2002521601181787,0.018019707349571944,-0.3996850940000069,0.5103180771615393,-0.059066763591740415,-0.5193711449124644,0.12562576548331827,0.8858037274848274
LMY,-0.37636021137729936,-3.2849057420907726,-0.3608825358148402,-0.7381476233445462,0.33582132531389586,0.30181211812615727,-0.018396246760272107,0.043286918505316276,0.38976058070972264,0.6682582316237496
